ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2009-12-11,23332.071224798983,21421.473177205116,52410.37648291715,23332.071224798983,23332.071224798983,13429.876986479005,13429.876986479005,13429.876986479005,3563.2497467827766,3563.2497467827766,3563.2497467827766,9866.627239696227,9866.627239696227,9866.627239696227,0.0,0.0,0.0,36761.94821127799
2009-12-13,23325.216247070144,8342.960628871957,39581.191630715315,23325.216247070144,23325.216247070144,789.9239559196416,789.9239559196416,789.9239559196416,-5950.734482089491,-5950.734482089491,-5950.734482089491,6740.658438009131,6740.658438009131,6740.658438009131,0.0,0.0,0.0,24115.140202989787
2009-12-14,23321.788758205723,18202.835073346745,49073.04667955587,23321.788758205723,23321.788758205723,10699.332285753286,10699.332285753286,10699.332285753286,5637.336082784832,5637.336082784832,5637.336082784832,5061.996202968453,5061.996202968453,5061.996202968453,0.0,0.0,0.0,34021.12104395901
2009-12-15,23318.361269341298,18764.81177822129,50708.73188225155,23318.361269341298,23318.361269341298,11599.22408875314,11599.22408875314,11599.22408875314,8263.26856424002,8263.26856424002,8263.26856424002,3335.9555245131232,3335.9555245131232,3335.9555245131232,0.0,0.0,0.0,34917.58535809444
2009-12-16,23314.933780476877,15481.879481518308,45642.45660368379,23314.933780476877,23314.933780476877,6951.5809360861385,6951.5809360861385,6951.5809360861385,5364.460058919314,5364.460058919314,5364.460058919314,1587.120877166825,1587.120877166825,1587.120877166825,0.0,0.0,0.0,30266.514716563015
2009-12-17,23311.506291612455,19461.115959796018,51072.43024850405,23311.506291612455,23311.506291612455,12430.811422191233,12430.811422191233,12430.811422191233,12589.557408790923,12589.557408790923,12589.557408790923,-158.74598659969138,-158.74598659969138,-158.74598659969138,0.0,0.0,0.0,35742.317713803684
2009-12-18,23308.078802748038,9425.077974816444,40745.22483950694,23308.078802748038,23308.078802748038,1687.9540497341477,1687.9540497341477,1687.9540497341477,3563.249746767085,3563.249746767085,3563.249746767085,-1875.295697032937,-1875.295697032937,-1875.295697032937,0.0,0.0,0.0,24996.032852482185
2009-12-20,23301.22382501919,-1904.8088765808923,29092.391123147285,23301.22382501919,23301.22382501919,-11066.550407906896,-11066.550407906896,-11066.550407906896,-5950.734482071892,-5950.734482071892,-5950.734482071892,-5115.815925835003,-5115.815925835003,-5115.815925835003,0.0,0.0,0.0,12234.673417112295
2009-12-21,23297.79633615477,6647.94632670349,38081.17955110081,23297.79633615477,23297.79633615477,-952.3950533753147,-952.3950533753147,-952.3950533753147,5637.336082805424,5637.336082805424,5637.336082805424,-6589.731136180738,-6589.731136180738,-6589.731136180738,0.0,0.0,0.0,22345.401282779454
2009-12-22,23294.368847290352,8355.579922862611,38687.624890036845,23294.368847290352,23294.368847290352,327.8320755859323,327.8320755859323,327.8320755859323,8263.268564224887,8263.268564224887,8263.268564224887,-7935.436488638955,-7935.436488638955,-7935.436488638955,0.0,0.0,0.0,23622.200922876284
2009-12-23,23290.941359417106,3643.49787352804,35066.20957827193,23290.941359417106,23290.941359417106,-3768.3868762362526,-3768.3868762362526,-3768.3868762362526,5364.460058895323,5364.460058895323,5364.460058895323,-9132.846935131574,-9132.846935131574,-9132.846935131574,0.0,0.0,0.0,19522.55448318085
2010-01-04,23249.811504938207,3928.8822030435563,34741.80647595898,23249.811504938207,23249.811504938207,-3850.57294714023,-3850.57294714023,-3850.57294714023,5637.33608280375,5637.33608280375,5637.33608280375,-9487.90902994398,-9487.90902994398,-9487.90902994398,0.0,0.0,0.0,19399.238557797977
2010-01-05,23246.384017064964,7335.644147365766,37966.9626151823,23246.384017064964,23246.384017064964,-321.1338437847624,-321.1338437847624,-321.1338437847624,8263.268564231186,8263.268564231186,8263.268564231186,-8584.402408015949,-8584.402408015949,-8584.402408015949,0.0,0.0,0.0,22925.2501732802
2010-01-06,23242.956529191717,5004.30436748723,36260.95370244698,23242.956529191717,23242.956529191717,-2266.1530792248996,-2266.1530792248996,-2266.1530792248996,5364.460058867892,5364.460058867892,5364.460058867892,-7630.613138092791,-7630.613138092791,-7630.613138092791,0.0,0.0,0.0,20976.803449966817
2010-01-07,23239.52904131848,13435.383669094736,45080.40943898863,23239.52904131848,23239.52904131848,5935.917892986707,5935.917892986707,5935.917892986707,12589.557408802599,12589.557408802599,12589.557408802599,-6653.63951581589,-6653.63951581589,-6653.63951581589,0.0,0.0,0.0,29175.44693430519
2010-01-08,23236.101553445238,6110.308249872651,36048.54855955679,23236.101553445238,23236.101553445238,-2117.3121215259057,-2117.3121215259057,-2117.3121215259057,3563.249746753943,3563.249746753943,3563.249746753943,-5680.561868279849,-5680.561868279849,-5680.561868279849,0.0,0.0,0.0,21118.789431919333
2010-01-10,23229.246577698756,-1341.4266703612063,28708.3871074368,23229.246577698756,23229.246577698756,-9801.100258868666,-9801.100258868666,-9801.100258868666,-5950.734482127778,-5950.734482127778,-5950.734482127778,-3850.3657767408854,-3850.3657767408854,-3850.3657767408854,0.0,0.0,0.0,13428.14631883009
2010-01-11,23225.819089825512,10186.360934985825,40984.912021398835,23225.819089825512,23225.819089825512,2595.8705209645077,2595.8705209645077,2595.8705209645077,5637.336082773345,5637.336082773345,5637.336082773345,-3041.465561808838,-3041.465561808838,-3041.465561808838,0.0,0.0,0.0,25821.68961079002
2010-01-12,23222.39160195227,13287.541664784112,43344.39991126167,23222.39160195227,23222.39160195227,5931.529962251227,5931.529962251227,5931.529962251227,8263.268564198237,8263.268564198237,8263.268564198237,-2331.73860194701,-2331.73860194701,-2331.73860194701,0.0,0.0,0.0,29153.921564203498
2010-01-13,23218.964114079026,11575.011763029468,42621.11231374807,23218.964114079026,23218.964114079026,3625.5845429674987,3625.5845429674987,3625.5845429674987,5364.460058884289,5364.460058884289,5364.460058884289,-1738.8755159167922,-1738.8755159167922,-1738.8755159167922,0.0,0.0,0.0,26844.548657046525
2010-01-14,23215.536626205787,18946.639216733965,49375.26852029292,23215.536626205787,23215.536626205787,11312.365816385036,11312.365816385036,11312.365816385036,12589.557408795134,12589.557408795134,12589.557408795134,-1277.191592410097,-1277.191592410097,-1277.191592410097,0.0,0.0,0.0,34527.90244259082
2010-01-15,23212.109138332544,10843.15846720081,41976.00970984596,23212.109138332544,23212.109138332544,2605.9385269876434,2605.9385269876434,2605.9385269876434,3563.2497467382514,3563.2497467382514,3563.2497467382514,-957.3112197506075,-957.3112197506075,-957.3112197506075,0.0,0.0,0.0,25818.047665320188
2010-01-17,23205.25416258606,1253.8516881375897,31827.649832882154,23205.25416258606,23205.25416258606,-6716.53776390825,-6716.53776390825,-6716.53776390825,-5950.7344821551405,-5950.7344821551405,-5950.7344821551405,-765.8032817531089,-765.8032817531089,-765.8032817531089,0.0,0.0,0.0,16488.71639867781
2010-01-18,23201.82667471282,12167.039690864987,42929.57174272227,23201.82667471282,23201.82667471282,4741.803099212543,4741.803099212543,4741.803099212543,5637.336082785257,5637.336082785257,5637.336082785257,-895.5329835727135,-895.5329835727135,-895.5329835727135,0.0,0.0,0.0,27943.62977392536
2010-01-19,23198.399186839575,15416.333987262924,46011.95876060784,23198.399186839575,23198.399186839575,7093.398775264023,7093.398775264023,7093.398775264023,8263.26856421967,8263.26856421967,8263.26856421967,-1169.8697889556468,-1169.8697889556468,-1169.8697889556468,0.0,0.0,0.0,30291.7979621036
2010-01-20,23194.971698966336,12155.103783971494,41762.091867487914,23194.971698966336,23194.971698966336,3784.650231149158,3784.650231149158,3784.650231149158,5364.460058921238,5364.460058921238,5364.460058921238,-1579.8098277720821,-1579.8098277720821,-1579.8098277720821,0.0,0.0,0.0,26979.621930115492
2010-01-21,23191.544211093093,18031.086215324023,48728.83580497516,23191.544211093093,23191.544211093093,10476.647118927092,10476.647118927092,10476.647118927092,12589.557408787668,12589.557408787668,12589.557408787668,-2112.910289860575,-2112.910289860575,-2112.910289860575,0.0,0.0,0.0,33668.191330020185
2010-01-22,23188.11672321985,8054.347666941632,40313.242513807185,23188.11672321985,23188.11672321985,809.5779528870838,809.5779528870838,809.5779528870838,3563.24974675649,3563.24974675649,3563.24974675649,-2753.671793869406,-2753.671793869406,-2753.671793869406,0.0,0.0,0.0,23997.694676106934
2010-01-24,23181.261747473367,-2905.8462681342044,28673.35689532531,23181.261747473367,23181.261747473367,-10234.447054712826,-10234.447054712826,-10234.447054712826,-5950.734482146923,-5950.734482146923,-5950.734482146923,-4283.712572565902,-4283.712572565902,-4283.712572565902,0.0,0.0,0.0,12946.814692760541
2010-01-25,23177.834259600128,9197.71763801134,38981.58303058326,23177.834259600128,23177.834259600128,506.1966063842615,506.1966063842615,506.1966063842615,5637.33608279717,5637.33608279717,5637.33608279717,-5131.139476412908,-5131.139476412908,-5131.139476412908,0.0,0.0,0.0,23684.03086598439
2010-01-26,23174.406777750777,10639.683770891086,41143.88204730218,23174.406777750777,23174.406777750777,2259.5722585687113,2259.5722585687113,2259.5722585687113,8263.26856420454,8263.26856420454,8263.26856420454,-6003.696305635827,-6003.696305635827,-6003.696305635827,0.0,0.0,0.0,25433.979036319488
2010-01-27,23170.979295901427,8720.371714179095,38545.29259354248,23170.979295901427,23170.979295901427,-1514.0583117888646,-1514.0583117888646,-1514.0583117888646,5364.460058877415,5364.460058877415,5364.460058877415,-6878.518370666278,-6878.518370666278,-6878.518370666278,0.0,0.0,0.0,21656.920984112563
2010-01-28,23167.551814052076,12657.868237033188,44165.078182261284,23167.551814052076,23167.551814052076,4856.481510284431,4856.481510284431,4856.481510284431,12589.557408814271,12589.557408814271,12589.557408814271,-7733.075898529842,-7733.075898529842,-7733.075898529842,0.0,0.0,0.0,28024.03332433651
2010-01-29,23164.124332202726,2593.9655694845574,34133.55074030631,23164.124332202726,23164.124332202726,-4982.5246351626965,-4982.5246351626965,-4982.5246351626965,3563.2497467407993,3563.2497467407993,3563.2497467407993,-8545.774381903497,-8545.774381903497,-8545.774381903497,0.0,0.0,0.0,18181.59969704003
2010-01-31,23157.269368504018,-7457.883792802084,23284.316855329875,23157.269368504018,23157.269368504018,-15917.975542822302,-15917.975542822302,-15917.975542822302,-5950.734482119945,-5950.734482119945,-5950.734482119945,-9967.241060702354,-9967.241060702354,-9967.241060702354,0.0,0.0,0.0,7239.293825681716
2010-02-01,23153.841886654667,2279.5942815087847,33333.478739818696,23153.841886654667,23153.841886654667,-4904.9974198792415,-4904.9974198792415,-4904.9974198792415,5637.336082809081,5637.336082809081,5637.336082809081,-10542.333502688323,-10542.333502688323,-10542.333502688323,0.0,0.0,0.0,18248.844466775427
2010-02-02,23150.414404805317,5536.665895130634,35399.797863243926,23150.414404805317,23150.414404805317,-2745.7805925982852,-2745.7805925982852,-2745.7805925982852,8263.268564244718,8263.268564244718,8263.268564244718,-11009.049156843004,-11009.049156843004,-11009.049156843004,0.0,0.0,0.0,20404.63381220703
2010-02-03,23146.986922955966,909.4747354204289,33238.923750908325,23146.986922955966,23146.986922955966,-5993.326588806632,-5993.326588806632,-5993.326588806632,5364.46005889381,5364.46005889381,5364.46005889381,-11357.786647700443,-11357.786647700443,-11357.786647700443,0.0,0.0,0.0,17153.660334149336
2010-02-04,23143.559441106616,8844.36893854133,39236.57811788238,23143.559441106616,23143.559441106616,1007.2613584689127,1007.2613584689127,1007.2613584689127,12589.557408770595,12589.557408770595,12589.557408770595,-11582.29605030168,-11582.29605030168,-11582.29605030168,0.0,0.0,0.0,24150.82079957553
2010-02-05,23140.131959257265,-1410.106220613187,31028.38975002642,23140.131959257265,23140.131959257265,-8116.536892621029,-8116.536892621029,-8116.536892621029,3563.249746725108,3563.249746725108,3563.249746725108,-11679.786639346139,-11679.786639346139,-11679.786639346139,0.0,0.0,0.0,15023.595066636237
2010-02-07,23133.27699555856,-9285.268561634632,20766.08414568532,23133.27699555856,23133.27699555856,-17450.541305065915,-17450.541305065915,-17450.541305065915,-5950.734482147304,-5950.734482147304,-5950.734482147304,-11499.80682291861,-11499.80682291861,-11499.80682291861,0.0,0.0,0.0,5682.7356904926455
2010-02-08,23129.84951370921,3156.2556307829623,32957.062138289366,23129.84951370921,23129.84951370921,-5596.322777206601,-5596.322777206601,-5596.322777206601,5637.336082778677,5637.336082778677,5637.336082778677,-11233.658859985278,-11233.658859985278,-11233.658859985278,0.0,0.0,0.0,17533.52673650261
2010-02-09,23126.42203185986,4460.94323900551,36356.90061392293,23126.42203185986,23126.42203185986,-2599.4206744065846,-2599.4206744065846,-2599.4206744065846,8263.268564229587,8263.268564229587,8263.268564229587,-10862.689238636172,-10862.689238636172,-10862.689238636172,0.0,0.0,0.0,20527.001357453275
2010-02-10,23122.99455001051,3206.533481462957,33025.44513582152,23122.99455001051,23122.99455001051,-5035.222763337345,-5035.222763337345,-5035.222763337345,5364.460058869818,5364.460058869818,5364.460058869818,-10399.682822207164,-10399.682822207164,-10399.682822207164,0.0,0.0,0.0,18087.771786673165
2010-02-11,23119.56706816116,10728.113221668069,41496.07606686317,23119.56706816116,23119.56706816116,2729.957842964558,2729.957842964558,2729.957842964558,12589.557408799341,12589.557408799341,12589.557408799341,-9859.599565834786,-9859.599565834786,-9859.599565834786,0.0,0.0,0.0,25849.524911125718
2010-02-12,23116.13958631181,2052.1882443564896,32956.207456699725,23116.13958631181,23116.13958631181,-5695.856319894573,-5695.856319894573,-5695.856319894573,3563.2497467094167,3563.2497467094167,3563.2497467094167,-9259.106066603988,-9259.106066603988,-9259.106066603988,0.0,0.0,0.0,17420.283266417235
2010-02-14,23109.284622613108,-6239.168889420216,24999.242395101963,23109.284622613108,23109.284622613108,-13899.739740262985,-13899.739740262985,-13899.739740262985,-5950.734482129708,-5950.734482129708,-5950.734482129708,-7949.005258133282,-7949.005258133282,-7949.005258133282,0.0,0.0,0.0,9209.544882350123
2010-02-15,23105.857140763757,6710.9195524044135,36983.2724856591,23105.857140763757,23105.857140763757,-1639.2290889897795,-1639.2290889897795,-1639.2290889897795,5637.336082816086,5637.336082816086,5637.336082816086,-7276.565171805865,-7276.565171805865,-7276.565171805865,0.0,0.0,0.0,21466.62805177398
2010-02-16,23102.4296589144,7835.319577593444,39969.21296153576,23102.4296589144,23102.4296589144,1646.305177534796,1646.305177534796,1646.305177534796,8263.268564196644,8263.268564196644,8263.268564196644,-6616.963386661846,-6616.963386661846,-6616.963386661846,0.0,0.0,0.0,24748.734836449195
2010-02-17,23099.002180520336,6084.375480627987,36640.28676809571,23099.002180520336,23099.002180520336,-623.0140288153989,-623.0140288153989,-623.0140288153989,5364.460058926606,5364.460058926606,5364.460058926606,-5987.474087742003,-5987.474087742003,-5987.474087742003,0.0,0.0,0.0,22475.988151704936
2010-02-18,23095.57470212627,15661.685655504512,45835.92659295368,23095.57470212627,23095.57470212627,7185.612848951837,7185.612848951837,7185.612848951837,12589.557408825947,12589.557408825947,12589.557408825947,-5403.944559874108,-5403.944559874108,-5403.944559874108,0.0,0.0,0.0,30281.187551078106
2010-02-19,23092.1472237322,6174.660226836238,34932.337059147314,23092.1472237322,23092.1472237322,-1317.1111267648878,-1317.1111267648878,-1317.1111267648878,3563.249746727655,3563.249746727655,3563.249746727655,-4880.360873492544,-4880.360873492544,-4880.360873492544,0.0,0.0,0.0,21775.036096967313
2010-02-21,23085.29226694407,-1967.4583145333584,28454.681717902728,23085.29226694407,23085.29226694407,-10008.236513520165,-10008.236513520165,-10008.236513520165,-5950.734482102727,-5950.734482102727,-5950.734482102727,-4057.5020314174335,-4057.5020314174335,-4057.5020314174335,0.0,0.0,0.0,13077.055753423905
2010-02-22,23081.864788550003,9597.823071016212,40324.14228236722,23081.864788550003,23081.864788550003,1863.4363501091716,1863.4363501091716,1863.4363501091716,5637.3360828025025,5637.3360828025025,5637.3360828025025,-3773.89973269333,-3773.89973269333,-3773.89973269333,0.0,0.0,0.0,24945.301138659175
2010-02-23,23078.437310155936,13107.149527056308,43620.903084095036,23078.437310155936,23078.437310155936,4682.039723040778,4682.039723040778,4682.039723040778,8263.268564200258,8263.268564200258,8263.268564200258,-3581.2288411594795,-3581.2288411594795,-3581.2288411594795,0.0,0.0,0.0,27760.477033196716
2010-02-24,23075.00983176187,9276.272377290969,41169.92293145081,23075.00983176187,23075.00983176187,1884.3557559698065,1884.3557559698065,1884.3557559698065,5364.46005888278,5364.46005888278,5364.46005888278,-3480.1043029129733,-3480.1043029129733,-3480.1043029129733,0.0,0.0,0.0,24959.365587731674
2010-02-25,23071.582353367805,15769.763404730871,46821.90076135359,23071.582353367805,23071.582353367805,9121.323798569005,9121.323798569005,9121.323798569005,12589.557408818482,12589.557408818482,12589.557408818482,-3468.233610249476,-3468.233610249476,-3468.233610249476,0.0,0.0,0.0,32192.90615193681
2010-02-26,23068.154874973734,7950.570134856905,38148.371414514026,23068.154874973734,23068.154874973734,22.708207037843884,22.708207037843884,22.708207037843884,3563.2497467368316,3563.2497467368316,3563.2497467368316,-3540.5415396989865,-3540.5415396989865,-3540.5415396989865,0.0,0.0,0.0,23090.86308201158
2010-02-28,23061.299918185603,-2878.1959299555947,28713.354308038757,23061.299918185603,23061.299918185603,-9855.525676872605,-9855.525676872605,-9855.525676872605,-5950.73448209451,-5950.73448209451,-5950.73448209451,-3904.7911947780935,-3904.7911947780935,-3904.7911947780935,0.0,0.0,0.0,13205.774241312998
2010-03-01,23057.87243979154,9354.523401988577,39567.82821510131,23057.87243979154,23057.87243979154,1462.4466430798818,1462.4466430798818,1462.4466430798818,5637.336082772095,5637.336082772095,5637.336082772095,-4174.889439692214,-4174.889439692214,-4174.889439692214,0.0,0.0,0.0,24520.31908287142
2010-03-02,23054.44496139747,10272.92298489705,41976.94850592397,23054.44496139747,23054.44496139747,3777.0419615977353,3777.0419615977353,3777.0419615977353,8263.26856422169,8263.26856422169,8263.26856422169,-4486.226602623954,-4486.226602623954,-4486.226602623954,0.0,0.0,0.0,26831.486922995202
2010-03-03,23051.017483003405,8093.381567426417,38544.52509316608,23051.017483003405,23051.017483003405,540.2072801882715,540.2072801882715,540.2072801882715,5364.460058899174,5364.460058899174,5364.460058899174,-4824.252778710904,-4824.252778710904,-4824.252778710904,0.0,0.0,0.0,23591.224763191676
2010-03-04,23047.59000460934,15061.543742523669,46408.183496351274,23047.59000460934,23047.59000460934,7415.77325946277,7415.77325946277,7415.77325946277,12589.557408847231,12589.557408847231,12589.557408847231,-5173.784149384462,-5173.784149384462,-5173.784149384462,0.0,0.0,0.0,30463.36326407211
2010-03-05,23044.16252621527,6917.646170898144,37467.05145932201,23044.16252621527,23044.16252621527,-1956.2387590091532,-1956.2387590091532,-1956.2387590091532,3563.2497467550697,3563.2497467550697,3563.2497467550697,-5519.488505764223,-5519.488505764223,-5519.488505764223,0.0,0.0,0.0,21087.923767206117
2010-03-07,23037.30756942714,-5166.996127284654,27105.340372811777,23037.30756942714,23037.30756942714,-12090.974841023582,-12090.974841023582,-12090.974841023582,-5950.734482121871,-5950.734482121871,-5950.734482121871,-6140.240358901709,-6140.240358901709,-6140.240358901709,0.0,0.0,0.0,10946.332728403557
2010-03-08,23033.880091033072,7600.760909076272,37010.23573962102,23033.880091033072,23033.880091033072,-750.8212631279274,-750.8212631279274,-750.8212631279274,5637.336082784009,5637.336082784009,5637.336082784009,-6388.157345911936,-6388.157345911936,-6388.157345911936,0.0,0.0,0.0,22283.058827905144
2010-03-09,23030.45261263901,9737.018049863724,39463.59475041774,23030.45261263901,23030.45261263901,1684.4423488754005,1684.4423488754005,1684.4423488754005,8263.26856420656,8263.26856420656,8263.26856420656,-6578.826215331159,-6578.826215331159,-6578.826215331159,0.0,0.0,0.0,24714.89496151441
2010-03-10,23027.025134244937,6163.136542215759,37794.8241306675,23027.025134244937,23027.025134244937,-1338.4836799278085,-1338.4836799278085,-1338.4836799278085,5364.460058915572,5364.460058915572,5364.460058915572,-6702.94373884338,-6702.94373884338,-6702.94373884338,0.0,0.0,0.0,21688.54145431713
2010-03-11,23023.597660444768,13708.041564358344,44504.69593456646,23023.597660444768,23023.597660444768,5836.077354069249,5836.077354069249,5836.077354069249,12589.557408803552,12589.557408803552,12589.557408803552,-6753.480054734305,-6753.480054734305,-6753.480054734305,0.0,0.0,0.0,28859.675014514018
2010-03-12,23020.1701866446,5010.604358892377,35853.735232899286,23020.1701866446,23020.1701866446,-3162.638799507324,-3162.638799507324,-3162.638799507324,3563.2497468230417,3563.2497468230417,3563.2497468230417,-6725.888546330364,-6725.888546330364,-6725.888546330364,0.0,0.0,0.0,19857.531387137275
2010-03-14,23013.31523904426,-5735.239004668977,25729.706632907404,23013.31523904426,23013.31523904426,-12381.998970717892,-12381.998970717892,-12381.998970717892,-5950.734482104275,-5950.734482104275,-5950.734482104275,-6431.264488613618,-6431.264488613618,-6431.264488613618,0.0,0.0,0.0,10631.316268326367
2010-03-15,23009.88776524409,7467.829049422735,37089.881084420136,23009.88776524409,23009.88776524409,-531.0029169845101,-531.0029169845101,-531.0029169845101,5637.336082779101,5637.336082779101,5637.336082779101,-6168.338999763612,-6168.338999763612,-6168.338999763612,0.0,0.0,0.0,22478.88484825958
2010-03-16,23006.46029144392,9697.721697538427,39357.42977126639,23006.46029144392,23006.46029144392,2427.9115627436936,2427.9115627436936,2427.9115627436936,8263.268564227988,8263.268564227988,8263.268564227988,-5835.357001484296,-5835.357001484296,-5835.357001484296,0.0,0.0,0.0,25434.371854187615
2010-03-17,23003.032817643754,8354.908568693807,38107.51186574973,23003.032817643754,23003.032817643754,-76.08882853253716,-76.08882853253716,-76.08882853253716,5364.4600589121355,5364.4600589121355,5364.4600589121355,-5440.548887444672,-5440.548887444672,-5440.548887444672,0.0,0.0,0.0,22926.943989111216
2010-03-18,22999.60534384358,13983.425474934662,46618.40972887653,22999.60534384358,22999.60534384358,7595.337168242731,7595.337168242731,7595.337168242731,12589.557408830158,12589.557408830158,12589.557408830158,-4994.220240587424,-4994.220240587424,-4994.220240587424,0.0,0.0,0.0,30594.942512086312
2010-03-19,22996.17787004341,5218.627719063571,37079.13879457352,22996.17787004341,22996.17787004341,-945.17933398825,-945.17933398825,-945.17933398825,3563.2497467824824,3563.2497467824824,3563.2497467824824,-4508.429080770732,-4508.429080770732,-4508.429080770732,0.0,0.0,0.0,22050.998536055162
2010-03-21,22989.322922443072,-1488.1654679304747,28516.775928642244,22989.322922443072,22989.322922443072,-9423.89257725631,-9423.89257725631,-9423.89257725631,-5950.734482086677,-5950.734482086677,-5950.734482086677,-3473.1580951696346,-3473.1580951696346,-3473.1580951696346,0.0,0.0,0.0,13565.430345186762
2010-03-22,22985.895448642907,10433.552474814078,42089.682454315975,22985.895448642907,22985.895448642907,2684.3549264751673,2684.3549264751673,2684.3549264751673,5637.336082799693,5637.336082799693,5637.336082799693,-2952.9811563245257,-2952.9811563245257,-2952.9811563245257,0.0,0.0,0.0,25670.250375118074
2010-03-23,22982.467974842733,12294.350577619494,43915.87279472681,22982.467974842733,22982.467974842733,5812.227913636634,5812.227913636634,5812.227913636634,8263.268564195043,8263.268564195043,8263.268564195043,-2451.040650558409,-2451.040650558409,-2451.040650558409,0.0,0.0,0.0,28794.695888479368
2010-03-24,22979.040501042567,10355.025657521746,40809.57007806499,22979.040501042567,22979.040501042567,3382.5717094045867,3382.5717094045867,3382.5717094045867,5364.460058888142,5364.460058888142,5364.460058888142,-1981.888349483555,-1981.888349483555,-1981.888349483555,0.0,0.0,0.0,26361.612210447154
2010-03-25,22975.613027242394,18552.090164055473,49755.04266661353,22975.613027242394,22975.613027242394,11030.34069389943,11030.34069389943,11030.34069389943,12589.557408822693,12589.557408822693,12589.557408822693,-1559.2167149232605,-1559.2167149232605,-1559.2167149232605,0.0,0.0,0.0,34005.95372114182
2010-03-26,22972.185553442225,9658.91687260683,40624.70694870343,22972.185553442225,22972.185553442225,2367.8146477884093,2367.8146477884093,2367.8146477884093,3563.249746741926,3563.249746741926,3563.249746741926,-1195.4350989535183,-1195.4350989535183,-1195.4350989535183,0.0,0.0,0.0,25340.000201230636
2010-03-28,22965.330605841886,132.4024080344842,31840.04451327912,22965.330605841886,22965.330605841886,-6636.237574065534,-6636.237574065534,-6636.237574065534,-5950.734482123419,-5950.734482123419,-5950.734482123419,-685.5030919421154,-685.5030919421154,-685.5030919421154,0.0,0.0,0.0,16329.093031776352
2010-03-29,22961.90313204172,12800.117446661303,44174.355988553434,22961.90313204172,22961.90313204172,5082.785889670867,5082.785889670867,5082.785889670867,5637.336082786107,5637.336082786107,5637.336082786107,-554.5501931152409,-554.5501931152409,-554.5501931152409,0.0,0.0,0.0,28044.689021712587
